country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,lvl_gdp,GDP_for_group
Saint Vincent and Grenadines,1999,male,55-74 years,1,4717,21.2,Saint Vincent and Grenadines1999,,"390,719,148",4041,Silent,0.0,19061397
Saint Vincent and Grenadines,1999,male,5-14 years,1,11747,8.51,Saint Vincent and Grenadines1999,,"390,719,148",4041,Millenials,0.0,47469627
Saint Vincent and Grenadines,1999,female,15-24 years,0,10747,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Generation X,0.0,43428627
Saint Vincent and Grenadines,1999,female,25-34 years,0,8186,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Generation X,0.0,33079626
Saint Vincent and Grenadines,1999,female,35-54 years,0,10547,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Boomers,0.0,42620427
Saint Vincent and Grenadines,1999,female,5-14 years,0,11554,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Millenials,0.0,46689714
Saint Vincent and Grenadines,1999,female,55-74 years,0,5187,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Silent,0.0,20960667
Saint Vincent and Grenadines,1999,female,75+ years,0,1840,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,G.I. Generation,0.0,7435440
Saint Vincent and Grenadines,1999,male,15-24 years,0,11093,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Generation X,0.0,44826813
Saint Vincent and Grenadines,1999,male,25-34 years,0,8736,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,Generation X,0.0,35302176
Saint Vincent and Grenadines,1999,male,75+ years,0,1249,0.0,Saint Vincent and Grenadines1999,,"390,719,148",4041,G.I. Generation,0.0,5047209
Saint Vincent and Grenadines,2000,male,35-54 years,3,11565,25.94,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Boomers,0.0,47266155
Saint Vincent and Grenadines,2000,male,15-24 years,2,11006,18.17,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Generation X,0.0,44981522
Saint Vincent and Grenadines,2000,female,15-24 years,0,10682,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Generation X,0.0,43657334
Saint Vincent and Grenadines,2000,female,25-34 years,0,8075,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Generation X,0.0,33002525
Saint Vincent and Grenadines,2000,female,35-54 years,0,10952,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Boomers,0.0,44760824
Saint Vincent and Grenadines,2000,female,5-14 years,0,11396,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Millenials,0.0,46575452
Saint Vincent and Grenadines,2000,female,55-74 years,0,5182,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Silent,0.0,21178834
Saint Vincent and Grenadines,2000,female,75+ years,0,1861,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,G.I. Generation,0.0,7605907
Saint Vincent and Grenadines,2000,male,25-34 years,0,8625,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Generation X,0.0,35250375
Saint Vincent and Grenadines,2000,male,5-14 years,0,11593,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Millenials,0.0,47380591
Saint Vincent and Grenadines,2000,male,55-74 years,0,4776,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,Silent,0.0,19519512
Saint Vincent and Grenadines,2000,male,75+ years,0,1243,0.0,Saint Vincent and Grenadines2000,0.674,"396,270,000",4087,G.I. Generation,0.0,5080141
Saint Vincent and Grenadines,2001,male,75+ years,1,1260,79.37,Saint Vincent and Grenadines2001,,"430,040,370",4418,Silent,0.0,5566680
Saint Vincent and Grenadines,2001,male,35-54 years,3,11990,25.02,Saint Vincent and Grenadines2001,,"430,040,370",4418,Boomers,0.0,52971820
Saint Vincent and Grenadines,2001,male,25-34 years,2,8657,23.1,Saint Vincent and Grenadines2001,,"430,040,370",4418,Generation X,0.0,38246626
Saint Vincent and Grenadines,2001,male,55-74 years,1,4798,20.84,Saint Vincent and Grenadines2001,,"430,040,370",4418,Silent,0.0,21197564
Saint Vincent and Grenadines,2001,female,25-34 years,1,8112,12.33,Saint Vincent and Grenadines2001,,"430,040,370",4418,Generation X,0.0,35838816
Saint Vincent and Grenadines,2001,female,15-24 years,0,10638,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Millenials,0.0,46998684
Saint Vincent and Grenadines,2001,female,35-54 years,0,11314,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Boomers,0.0,49985252
Saint Vincent and Grenadines,2001,female,5-14 years,0,11209,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Millenials,0.0,49521362
Saint Vincent and Grenadines,2001,female,55-74 years,0,5142,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Silent,0.0,22717356
Saint Vincent and Grenadines,2001,female,75+ years,0,1879,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Silent,0.0,8301422
Saint Vincent and Grenadines,2001,male,15-24 years,0,10929,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Millenials,0.0,48284322
Saint Vincent and Grenadines,2001,male,5-14 years,0,11413,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Millenials,0.0,50422634
Saint Vincent and Grenadines,2002,male,75+ years,2,1270,157.48,Saint Vincent and Grenadines2002,,"461,883,444",4723,Silent,0.0,5998210
Saint Vincent and Grenadines,2002,male,35-54 years,2,12383,16.15,Saint Vincent and Grenadines2002,,"461,883,444",4723,Boomers,0.0,58484909
Saint Vincent and Grenadines,2002,male,25-34 years,1,8713,11.48,Saint Vincent and Grenadines2002,,"461,883,444",4723,Generation X,0.0,41151499
Saint Vincent and Grenadines,2002,male,15-24 years,1,10839,9.23,Saint Vincent and Grenadines2002,,"461,883,444",4723,Millenials,0.0,51192597
Saint Vincent and Grenadines,2002,female,35-54 years,1,11640,8.59,Saint Vincent and Grenadines2002,,"461,883,444",4723,Boomers,0.0,54975720
Saint Vincent and Grenadines,2002,female,15-24 years,0,10586,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Millenials,0.0,49997678
Saint Vincent and Grenadines,2002,female,25-34 years,0,8183,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Generation X,0.0,38648309
Saint Vincent and Grenadines,2002,female,5-14 years,0,11047,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Millenials,0.0,52174981
Saint Vincent and Grenadines,2002,female,55-74 years,0,5140,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Silent,0.0,24276220
Saint Vincent and Grenadines,2002,female,75+ years,0,1887,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Silent,0.0,8912301
Saint Vincent and Grenadines,2002,male,5-14 years,0,11257,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Millenials,0.0,53166811
Saint Vincent and Grenadines,2002,male,55-74 years,0,4854,0.0,Saint Vincent and Grenadines2002,,"461,883,444",4723,Silent,0.0,22925442
Saint Vincent and Grenadines,2003,male,25-34 years,2,8774,22.79,Saint Vincent and Grenadines2003,,"481,806,296",4902,Generation X,0.0,43010148
Saint Vincent and Grenadines,2003,male,55-74 years,1,4931,20.28,Saint Vincent and Grenadines2003,,"481,806,296",4902,Silent,0.0,24171762
Saint Vincent and Grenadines,2003,male,35-54 years,1,12755,7.84,Saint Vincent and Grenadines2003,,"481,806,296",4902,Boomers,0.0,62525010
Saint Vincent and Grenadines,2003,female,15-24 years,0,10526,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Millenials,0.0,51598452
Saint Vincent and Grenadines,2003,female,25-34 years,0,8273,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Generation X,0.0,40554246
Saint Vincent and Grenadines,2003,female,35-54 years,0,11938,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Boomers,0.0,58520076
Saint Vincent and Grenadines,2003,female,5-14 years,0,10901,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Millenials,0.0,53436702
Saint Vincent and Grenadines,2003,female,55-74 years,0,5176,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Silent,0.0,25372752
Saint Vincent and Grenadines,2003,female,75+ years,0,1891,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Silent,0.0,9269682
Saint Vincent and Grenadines,2003,male,15-24 years,0,10742,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Millenials,0.0,52657284
Saint Vincent and Grenadines,2003,male,5-14 years,0,11110,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Millenials,0.0,54461220
Saint Vincent and Grenadines,2003,male,75+ years,0,1275,0.0,Saint Vincent and Grenadines2003,,"481,806,296",4902,Silent,0.0,6250050
Saint Vincent and Grenadines,2004,male,55-74 years,1,5030,19.88,Saint Vincent and Grenadines2004,,"521,975,111",5286,Silent,0.0,26588580
Saint Vincent and Grenadines,2004,male,35-54 years,2,13116,15.25,Saint Vincent and Grenadines2004,,"521,975,111",5286,Boomers,0.0,69331176
Saint Vincent and Grenadines,2004,male,25-34 years,1,8823,11.33,Saint Vincent and Grenadines2004,,"521,975,111",5286,Generation X,0.0,46638378
Saint Vincent and Grenadines,2004,female,15-24 years,0,10459,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Millenials,0.0,55286274
Saint Vincent and Grenadines,2004,female,25-34 years,0,8353,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Generation X,0.0,44153958
Saint Vincent and Grenadines,2004,female,35-54 years,0,12215,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Boomers,0.0,64568490
Saint Vincent and Grenadines,2004,female,5-14 years,0,10749,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Millenials,0.0,56819214
Saint Vincent and Grenadines,2004,female,55-74 years,0,5239,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Silent,0.0,27693354
Saint Vincent and Grenadines,2004,female,75+ years,0,1885,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Silent,0.0,9964110
Saint Vincent and Grenadines,2004,male,15-24 years,0,10640,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Millenials,0.0,56243040
Saint Vincent and Grenadines,2004,male,5-14 years,0,10961,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Millenials,0.0,57939846
Saint Vincent and Grenadines,2004,male,75+ years,0,1270,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Silent,0.0,6713220
Saint Vincent and Grenadines,2005,male,15-24 years,4,10542,37.94,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Millenials,0.0,58571352
Saint Vincent and Grenadines,2005,male,35-54 years,2,13458,14.86,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Boomers,0.0,74772648
Saint Vincent and Grenadines,2005,male,25-34 years,1,8846,11.3,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Generation X,0.0,49148376
Saint Vincent and Grenadines,2005,female,35-54 years,1,12482,8.01,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Boomers,0.0,69349992
Saint Vincent and Grenadines,2005,female,15-24 years,0,10390,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Millenials,0.0,57726840
Saint Vincent and Grenadines,2005,female,25-34 years,0,8413,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Generation X,0.0,46742628
Saint Vincent and Grenadines,2005,female,5-14 years,0,10587,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Millenials,0.0,58821372
Saint Vincent and Grenadines,2005,female,55-74 years,0,5331,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Silent,0.0,29619036
Saint Vincent and Grenadines,2005,female,75+ years,0,1869,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Silent,0.0,10384164
Saint Vincent and Grenadines,2005,male,5-14 years,0,10795,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Millenials,0.0,59977020
Saint Vincent and Grenadines,2005,male,55-74 years,0,5148,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Silent,0.0,28602288
Saint Vincent and Grenadines,2005,male,75+ years,0,1257,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Silent,0.0,6983892
Saint Vincent and Grenadines,2006,male,75+ years,1,1269,78.8,Saint Vincent and Grenadines2006,,"610,930,037",6142,Silent,0.0,7794198
Saint Vincent and Grenadines,2006,male,35-54 years,2,13702,14.6,Saint Vincent and Grenadines2006,,"610,930,037",6142,Boomers,0.0,84157684
Saint Vincent and Grenadines,2006,male,25-34 years,1,8894,11.24,Saint Vincent and Grenadines2006,,"610,930,037",6142,Generation X,0.0,54626948
Saint Vincent and Grenadines,2006,male,15-24 years,1,10473,9.55,Saint Vincent and Grenadines2006,,"610,930,037",6142,Millenials,0.0,64325166
Saint Vincent and Grenadines,2006,female,35-54 years,1,12698,7.88,Saint Vincent and Grenadines2006,,"610,930,037",6142,Boomers,0.0,77991116
Saint Vincent and Grenadines,2006,female,15-24 years,0,10320,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Millenials,0.0,63385440
Saint Vincent and Grenadines,2006,female,25-34 years,0,8494,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Generation X,0.0,52170148
Saint Vincent and Grenadines,2006,female,5-14 years,0,10460,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Millenials,0.0,64245320
Saint Vincent and Grenadines,2006,female,55-74 years,0,5404,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Silent,0.0,33191368
Saint Vincent and Grenadines,2006,female,75+ years,0,1857,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Silent,0.0,11405694
Saint Vincent and Grenadines,2006,male,5-14 years,0,10674,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Millenials,0.0,65559708
Saint Vincent and Grenadines,2006,male,55-74 years,0,5218,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Silent,0.0,32048956
Saint Vincent and Grenadines,2007,male,25-34 years,4,8927,44.81,Saint Vincent and Grenadines2007,,"651,833,333",6539,Generation X,0.0,58373653
Saint Vincent and Grenadines,2007,male,15-24 years,3,10403,28.84,Saint Vincent and Grenadines2007,,"651,833,333",6539,Millenials,0.0,68025217
Saint Vincent and Grenadines,2007,male,35-54 years,4,13920,28.74,Saint Vincent and Grenadines2007,,"651,833,333",6539,Boomers,0.0,91022880
Saint Vincent and Grenadines,2007,female,15-24 years,0,10243,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Millenials,0.0,66978977
Saint Vincent and Grenadines,2007,female,25-34 years,0,8564,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Generation X,0.0,55999996
Saint Vincent and Grenadines,2007,female,35-54 years,0,12889,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Boomers,0.0,84281171
Saint Vincent and Grenadines,2007,female,5-14 years,0,10307,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Generation Z,0.0,67397473
Saint Vincent and Grenadines,2007,female,55-74 years,0,5514,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Silent,0.0,36056046
Saint Vincent and Grenadines,2007,female,75+ years,0,1825,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Silent,0.0,11933675
Saint Vincent and Grenadines,2007,male,5-14 years,0,10526,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Generation Z,0.0,68829514
Saint Vincent and Grenadines,2007,male,55-74 years,0,5306,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Silent,0.0,34695934
Saint Vincent and Grenadines,2007,male,75+ years,0,1265,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Silent,0.0,8271835
Saint Vincent and Grenadines,2008,male,55-74 years,1,5420,18.45,Saint Vincent and Grenadines2008,,"695,428,852",6966,Silent,0.0,37755720
Saint Vincent and Grenadines,2008,male,35-54 years,2,14103,14.18,Saint Vincent and Grenadines2008,,"695,428,852",6966,Boomers,0.0,98241498
Saint Vincent and Grenadines,2008,female,35-54 years,1,13057,7.66,Saint Vincent and Grenadines2008,,"695,428,852",6966,Boomers,0.0,90955062
Saint Vincent and Grenadines,2008,female,15-24 years,0,10175,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Millenials,0.0,70879050
Saint Vincent and Grenadines,2008,female,25-34 years,0,8614,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Generation X,0.0,60005124
Saint Vincent and Grenadines,2008,female,5-14 years,0,10132,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Generation Z,0.0,70579512
Saint Vincent and Grenadines,2008,female,55-74 years,0,5642,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Silent,0.0,39302172
Saint Vincent and Grenadines,2008,female,75+ years,0,1792,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Silent,0.0,12483072
Saint Vincent and Grenadines,2008,male,15-24 years,0,10344,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Millenials,0.0,72056304
Saint Vincent and Grenadines,2008,male,25-34 years,0,8944,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Generation X,0.0,62303904
Saint Vincent and Grenadines,2008,male,5-14 years,0,10348,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Generation Z,0.0,72084168
Saint Vincent and Grenadines,2008,male,75+ years,0,1255,0.0,Saint Vincent and Grenadines2008,,"695,428,852",6966,Silent,0.0,8742330
Saint Vincent and Grenadines,2009,male,25-34 years,1,8944,11.18,Saint Vincent and Grenadines2009,,"674,922,481",6754,Generation X,0.0,60407776
Saint Vincent and Grenadines,2009,female,15-24 years,0,10126,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Millenials,0.0,68391004
Saint Vincent and Grenadines,2009,female,25-34 years,0,8643,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Generation X,0.0,58374822
Saint Vincent and Grenadines,2009,female,35-54 years,0,13206,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Boomers,0.0,89193324
Saint Vincent and Grenadines,2009,female,5-14 years,0,9944,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Generation Z,0.0,67161776
Saint Vincent and Grenadines,2009,female,55-74 years,0,5787,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Silent,0.0,39085398
Saint Vincent and Grenadines,2009,female,75+ years,0,1761,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Silent,0.0,11893794
Saint Vincent and Grenadines,2009,male,15-24 years,0,10305,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Millenials,0.0,69599970
Saint Vincent and Grenadines,2009,male,35-54 years,0,14258,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Boomers,0.0,96298532
Saint Vincent and Grenadines,2009,male,5-14 years,0,10156,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Generation Z,0.0,68593624
Saint Vincent and Grenadines,2009,male,55-74 years,0,5558,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Silent,0.0,37538732
Saint Vincent and Grenadines,2009,male,75+ years,0,1239,0.0,Saint Vincent and Grenadines2009,,"674,922,481",6754,Silent,0.0,8368206
Saint Vincent and Grenadines,2010,male,25-34 years,4,8930,44.79,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation X,0.0,60804370
Saint Vincent and Grenadines,2010,male,5-14 years,1,9962,10.04,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation Z,0.0,67831258
Saint Vincent and Grenadines,2010,female,15-24 years,0,10100,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Millenials,0.0,68770900
Saint Vincent and Grenadines,2010,female,25-34 years,0,8656,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation X,0.0,58938704
Saint Vincent and Grenadines,2010,female,35-54 years,0,13330,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation X,0.0,90763970
Saint Vincent and Grenadines,2010,female,5-14 years,0,9754,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation Z,0.0,66414986
Saint Vincent and Grenadines,2010,female,55-74 years,0,5951,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent,0.0,40520359
Saint Vincent and Grenadines,2010,female,75+ years,0,1741,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent,0.0,11854469
Saint Vincent and Grenadines,2010,male,15-24 years,0,10289,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Millenials,0.0,70057801
Saint Vincent and Grenadines,2010,male,35-54 years,0,14386,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation X,0.0,97954274
Saint Vincent and Grenadines,2010,male,55-74 years,0,5730,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent,0.0,39015570
Saint Vincent and Grenadines,2010,male,75+ years,0,1221,0.0,Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent,0.0,8313789
Saint Vincent and Grenadines,2011,male,35-54 years,3,14471,20.73,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation X,0.0,97809489
Saint Vincent and Grenadines,2011,female,55-74 years,1,6091,16.42,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Boomers,0.0,41169069
Saint Vincent and Grenadines,2011,male,15-24 years,1,10177,9.83,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials,0.0,68786343
Saint Vincent and Grenadines,2011,female,15-24 years,0,9973,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials,0.0,67407507
Saint Vincent and Grenadines,2011,female,25-34 years,0,8686,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials,0.0,58708674
Saint Vincent and Grenadines,2011,female,35-54 years,0,13447,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation X,0.0,90888273
Saint Vincent and Grenadines,2011,female,5-14 years,0,9530,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation Z,0.0,64413270
Saint Vincent and Grenadines,2011,female,75+ years,0,1807,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Silent,0.0,12213513
Saint Vincent and Grenadines,2011,male,25-34 years,0,8921,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials,0.0,60297039
Saint Vincent and Grenadines,2011,male,5-14 years,0,9742,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation Z,0.0,65846178
Saint Vincent and Grenadines,2011,male,55-74 years,0,5909,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Boomers,0.0,39938931
Saint Vincent and Grenadines,2011,male,75+ years,0,1283,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Silent,0.0,8671797
Saint Vincent and Grenadines,2012,male,25-34 years,2,8898,22.48,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials,0.0,61556364
Saint Vincent and Grenadines,2012,male,15-24 years,2,10078,19.85,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials,0.0,69719604
Saint Vincent and Grenadines,2012,male,55-74 years,1,6126,16.32,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Boomers,0.0,42379668
Saint Vincent and Grenadines,2012,female,35-54 years,2,13558,14.75,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation X,0.0,93794244
Saint Vincent and Grenadines,2012,male,35-54 years,2,14545,13.75,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation X,0.0,100622310
Saint Vincent and Grenadines,2012,female,15-24 years,1,9859,10.14,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials,0.0,68204562
Saint Vincent and Grenadines,2012,female,25-34 years,0,8700,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials,0.0,60186600
Saint Vincent and Grenadines,2012,female,5-14 years,0,9355,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation Z,0.0,64717890
Saint Vincent and Grenadines,2012,female,55-74 years,0,6253,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Boomers,0.0,43258254
Saint Vincent and Grenadines,2012,female,75+ years,0,1881,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Silent,0.0,13012758
Saint Vincent and Grenadines,2012,male,5-14 years,0,9568,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation Z,0.0,66191424
Saint Vincent and Grenadines,2012,male,75+ years,0,1346,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Silent,0.0,9311628
Saint Vincent and Grenadines,2013,female,15-24 years,0,9748,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Millenials,0.0,70019884
Saint Vincent and Grenadines,2013,female,25-34 years,0,8694,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Millenials,0.0,62449002
Saint Vincent and Grenadines,2013,female,35-54 years,0,13666,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Generation X,0.0,98162878
Saint Vincent and Grenadines,2013,female,5-14 years,0,9231,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Generation Z,0.0,66306273
Saint Vincent and Grenadines,2013,female,55-74 years,0,6444,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Boomers,0.0,46287252
Saint Vincent and Grenadines,2013,female,75+ years,0,1948,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Silent,0.0,13992484
Saint Vincent and Grenadines,2013,male,15-24 years,0,9986,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Millenials,0.0,71729438
Saint Vincent and Grenadines,2013,male,25-34 years,0,8863,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Millenials,0.0,63662929
Saint Vincent and Grenadines,2013,male,35-54 years,0,14602,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Generation X,0.0,104886166
Saint Vincent and Grenadines,2013,male,5-14 years,0,9440,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Generation Z,0.0,67807520
Saint Vincent and Grenadines,2013,male,55-74 years,0,6377,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Boomers,0.0,45805991
Saint Vincent and Grenadines,2013,male,75+ years,0,1399,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Silent,0.0,10049017
Saint Vincent and Grenadines,2014,male,75+ years,1,1440,69.44,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Silent,0.0,10372320
Saint Vincent and Grenadines,2014,male,25-34 years,1,8817,11.34,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials,0.0,63508851
Saint Vincent and Grenadines,2014,female,15-24 years,0,9636,0.0,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials,0.0,69408108
Saint Vincent and Grenadines,2014,female,25-34 years,0,8665,0.0,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials,0.0,62413995
Saint Vincent and Grenadines,2014,female,35-54 years,0,13751,0.0,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Generation X,0.0,99048453
